Laboratory,Field,Latitude,Longitude,Date collected,Land use,Hg,Al,Ca,Fe,K,Mg,Na,S,Ti,Ag,As,Ba,Be,Bi,Cd,Ce,Co,Cr,Cs,Cu,Ga,In,La,Li,Mn,Mo,Nb,Ni,P,Pb,Rb,Sb,Sc,Sn,Sr,Te,Th,Tl,U,V,W,Y,Zn,Se
number,number,,,,,mg/kg,%,%,%,%,%,%,%,%,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg,mg/kg
C-290048,06co804,37.65528,-103.075,12-Apr-06,pasture,<0.02,5.01,1.4,2.1,1.65,0.5,0.64,0.03,0.15,<1,6,571,1.4,0.19,0.3,64.9,7.1,29,<5,13,10.2,0.03,32.5,18,431,1.34,6.8,15.8,740,17.9,71.6,0.54,5.9,1.2,167,<0.1,9.8,0.5,2.2,55,0.5,14.5,62,0.3
C-284697,06co805,37.67269,-102.7557,30-Mar-06,open range,0.02,5.61,2.15,2.95,2.24,0.9,0.77,0.03,0.25,<1,11,715,1.8,0.26,0.4,85.9,9.9,33,<5,22,15,0.05,42.4,27,498,1.21,10.8,21.7,730,21.3,99.3,0.83,9.4,1.6,166,<0.1,13.3,0.7,2.4,86,1,22.1,79,0.4
C-290171,06co806,37.58838,-108.85251,14-Sep-06,idle,<0.02,4.53,0.56,1.71,2.33,0.6,0.73,0.03,0.22,<1,4,564,1.3,0.15,0.2,43.7,5.2,29,<5,16.7,9.18,0.03,22.6,26,412,0.52,8.1,13.2,460,15.8,77.1,0.52,5.5,1.1,97.5,<0.1,7.4,0.4,1.6,47,0.7,13.1,40,<0.2
C-284702,06co807,37.60278,-108.73553,14-Sep-06,idle,0.03,6.04,1.03,2.1,1.49,0.53,0.33,0.03,0.19,<1,5,301,1.7,0.26,0.2,63.1,4.4,22,<5,10.5,15.1,0.05,33.1,40,190,1.77,10.3,9.4,300,21,64.3,0.61,6.9,1.8,126,<0.1,11.9,0.5,2.6,40,2.4,13.7,52,0.3
C-292250,06co808,37.5896,-108.35715,16-Sep-06,national forest,0.02,4.72,0.76,1.59,1.82,0.57,0.29,0.04,0.17,<1,4,487,1.6,0.17,0.3,43.2,5.9,23,<5,21.1,9.75,0.03,22.3,37,417,0.56,7,9.7,650,18.4,73,0.57,6.3,1.3,94.2,<0.1,6.6,0.5,1.7,45,0.7,14.1,65,<0.2
C-292262,06co809,37.5779,-108.29462,16-Sep-06,national forest,<0.02,4.42,3.33,1.45,2.06,1.03,0.82,<0.01,0.17,<1,3,364,1.4,0.1,<0.1,40.2,5.9,30,<5,13.5,8.72,<0.02,20.2,25,315,0.32,4.1,14.4,410,13,71.1,0.42,6,1.1,129,<0.1,6.1,0.4,1.5,37,0.7,11.3,30,<0.2
C-289950,06co810,37.62784,-107.80965,18-Jul-06,national forest,0.02,4.92,0.78,2.05,1.66,0.45,1.02,0.03,0.21,<1,6,552,1.3,0.24,0.6,46.4,6.9,28,<5,19.3,10.1,0.03,21.6,29,"1,170",0.81,7.1,11.7,520,24.7,64.9,0.61,5.1,1.1,99.4,<0.1,7.8,0.4,2.3,49,0.6,9.7,88,<0.2
C-292267,06co811,37.60957,-106.71359,14-Jul-06,national forest,0.02,7.83,1.93,3.45,2.58,0.63,1.93,0.03,0.41,<1,3,835,2.3,0.14,<0.1,83.8,11.7,17,<5,17.6,17.9,0.04,41.8,19,"1,090",1.49,14.7,9.6,"1,160",15.9,88.9,0.37,9.6,1.8,455,<0.1,10.2,0.4,3.9,90,1.1,26.3,84,0.3
C-284881,06co812,37.63403,-105.80122,18-Jun-06,idle,<0.02,8.1,2.06,2.84,3.49,0.41,2.56,0.01,0.3,<1,4,"1,020",1.6,0.11,0.1,87.7,7.5,13,<5,10.4,18.2,0.03,44.8,14,531,1.12,13.5,6.1,800,23.5,95.3,0.45,6.4,2.9,507,<0.1,12.5,0.5,3,70,0.9,18.9,68,<0.2
C-290147,06co813,37.62108,-105.60043,19-Jun-06,open range,<0.02,8.27,2.7,3.53,2.73,0.92,2.84,0.02,0.35,<1,3,923,1.8,0.11,0.1,55.3,10.6,25,<5,22.9,16.6,0.04,29.7,17,769,0.67,11.7,14.5,<50,13.6,61.7,0.4,10.3,1.1,513,<0.1,6.8,0.4,1.8,99,0.9,17.4,70,<0.2
C-285110,06co814,37.64273,-105.00032,19-Jun-06,open range,<0.02,5.78,0.77,1.97,2.55,0.24,1.46,0.01,0.22,<1,3,"1,230",1.5,0.1,0.1,52.6,7.3,22,<5,11.1,11.6,0.02,26.8,10,422,0.73,8,10,380,17.9,76.5,0.29,5.6,0.8,269,<0.1,6.5,0.4,1.5,50,0.4,14.5,35,<0.2
C-290061,06co815,37.64494,-104.81911,11-Apr-06,residential,<0.02,6.35,0.9,2.31,1.99,0.31,1.3,0.06,0.28,<1,3,913,1.3,0.15,0.1,48.7,7.3,29,<5,13.4,12.4,0.03,24,12,413,0.81,9.8,11.6,450,20.4,67,0.42,5.8,1.6,227,<0.1,6.4,0.5,1.9,58,0.5,12.5,51,0.3
C-290153,06co816,37.63145,-104.55527,11-Apr-06,open range,<0.02,5.88,4.47,2.65,2.63,0.65,1.47,0.04,0.31,<1,5,872,1.6,0.2,0.6,65.4,7.7,36,<5,20.2,12.4,0.04,33.9,20,703,1.44,11.3,19.8,740,24.3,77.3,0.65,7.2,1.4,307,<0.1,9.8,0.5,2.2,90,0.7,22.7,72,0.4
C-292300,06co817,37.58928,-103.50209,12-Apr-06,open range,<0.02,5.74,1.41,2.7,2.21,0.87,1.03,0.03,0.28,<1,8,660,1.8,0.26,0.4,75.9,9.5,38,<5,20.1,14,0.04,37.1,29,552,1.63,12.2,20.1,720,21.3,87.8,0.93,8.3,1.6,192,<0.1,11.8,0.6,2.5,80,1,22.2,76,0.5
C-285087,06co818,37.56186,-102.06489,8-Apr-06,pasture,<0.02,4.76,1.51,2,2.07,0.51,0.75,0.03,0.19,<1,6,674,1.5,0.2,0.4,62.6,6.9,25,<5,14.3,11.5,0.04,31.7,18,407,1.08,8.5,14.8,630,20,85.6,0.61,6.8,1.4,166,<0.1,11.4,0.5,2.2,58,0.8,17.6,76,0.3
C-284750,06co819,37.77038,-107.18128,19-Jul-06,national forest,<0.02,7.25,1.7,2.94,2.79,0.55,1.86,0.03,0.27,<1,5,874,2.1,0.24,0.2,88.9,8,16,5,15.2,16.7,0.05,43.1,28,870,1.49,14.8,7.7,920,23.6,105,0.56,8.5,1.6,358,<0.1,13.7,0.7,4.3,60,1.5,22.5,79,<0.2
C-292219,06co820,37.65258,-107.03526,19-Jul-06,national forest,<0.02,8.3,1.72,3.34,3.47,0.45,2.55,0.01,0.41,<1,3,"1,250",2.5,0.14,0.1,80,9.5,13,<5,14.5,19.6,0.04,39.6,16,737,1.81,15.9,6.5,770,19.2,106,0.37,7.8,2,466,<0.1,10.9,0.6,3.6,82,1.3,21.5,86,<0.2
C-285028,06co821,37.60216,-106.44498,14-Jul-06,national forest,<0.02,9.28,3.07,3.74,1.93,0.77,2.22,0.02,0.3,<1,3,822,1.4,0.08,0.2,57.8,11.7,19,<5,14.4,17.8,0.04,30.2,16,933,0.59,8.5,10.3,880,15.2,48.9,0.28,7.7,1.3,856,<0.1,4.9,0.2,1.2,73,0.5,15.4,78,<0.2
C-292495,06co822,37.58886,-106.20133,14-Jul-06,idle,<0.02,8.18,2.23,3.72,2.45,0.83,2.14,0.03,0.34,<1,3,849,1.9,0.12,0.2,71,12.7,20,<5,17.1,18,0.05,35.6,22,890,0.92,10.9,12,900,17.6,78.4,0.48,9.6,1.3,489,<0.1,8.8,0.4,1.9,96,0.9,20.7,79,<0.2
C-292437,06co823,37.58267,-105.2637,19-Jun-06,idle,<0.02,7.32,1.3,3.28,2.73,1.12,2.04,0.05,0.29,<1,3,976,2.4,0.16,0.2,70.2,11.2,42,<5,25,16.2,0.05,36,33,768,1.24,12.2,18.3,"1,020",41.8,88.4,0.52,10.4,1.6,346,<0.1,8.4,0.5,3.1,81,2.2,22.3,92,0.4
C-290062,06co824,37.63053,-104.10017,11-Apr-06,open range,<0.02,7.01,6.3,2.71,2.08,0.84,0.65,0.03,0.24,<1,9,539,1.9,0.34,0.3,69.6,9.3,43,6,20.5,14.2,0.05,35.1,33,368,3.52,10.3,23.7,730,18.6,94.8,0.76,9.2,1.7,324,<0.1,11.5,0.8,3.3,91,0.8,17.7,83,0.6
C-292356,06co825,37.56216,-103.50733,12-Apr-06,open range,<0.02,5.58,3.16,2.62,2.12,0.9,0.96,0.03,0.27,<1,9,667,1.7,0.24,0.3,80,9.4,36,<5,19.8,13.6,0.04,39.7,30,483,1.48,11.9,19.2,750,20.6,86.3,0.8,8,1.5,211,<0.1,12.6,0.6,2.5,83,0.9,22.3,69,0.4
C-284741,06co826,37.55482,-103.33031,12-Apr-06,pasture,<0.02,2.94,1.34,1.28,0.99,0.32,0.37,0.02,0.15,<1,5,351,0.8,0.18,0.3,59.2,4.7,23,<5,9.2,7.42,0.03,29.2,16,241,0.97,6.1,10.9,290,15.8,44.8,0.49,4.8,1.1,107,<0.1,8.3,0.3,1.6,44,0.6,11.9,45,0.3
C-285005,06co827,37.5572,-102.621,7-Apr-06,agriculture,0.02,5.71,2.75,2.55,2.15,0.83,0.76,0.04,0.22,<1,8,712,1.8,0.22,0.4,64.7,9,36,6,20.8,13.6,0.04,34.5,26,527,1.3,11.5,20.7,860,20.8,88.9,0.77,7.2,1.8,200,<0.1,12,0.6,2.5,77,1,18.2,71,0.4
C-290045,06co828,37.54232,-102.40105,7-Apr-06,grassland,<0.02,5.22,1.24,1.89,2.24,0.5,0.62,0.03,0.15,<1,6,766,1.4,0.19,0.3,58.2,7.2,24,<5,14.4,10.8,0.03,29.7,18,443,0.99,7.2,15.1,760,19.3,83.6,0.54,6,1.2,141,<0.1,9.1,0.6,2,54,0.6,14.3,60,0.3
C-289966,06co829,37.55735,-102.17415,8-Apr-06,idle,<0.02,5.69,1.81,2.07,1.97,0.72,0.93,0.07,0.25,<1,6,697,1.6,0.24,0.5,73.3,7.8,38,<5,20.1,13.1,0.04,37,22,522,1.04,10.4,17.5,"1,100",20.8,91.5,0.63,7.5,1.4,173,<0.1,13.2,0.6,2.5,69,0.8,18.7,85,0.4
C-284990,06co830,37.46644,-107.53396,17-Jul-06,national forest,0.06,4.09,1.51,2.21,1.46,0.58,0.47,0.1,0.17,<1,4,444,1.3,0.34,0.5,42.2,8.3,29,<5,25,9.87,0.04,20.8,25,626,0.89,7.4,15,"1,030",27.5,65,0.45,6.7,1.5,91.3,<0.1,6.9,0.3,3.2,47,0.8,12.1,85,0.3
C-284826,06co831,37.51156,-105.31474,19-Jun-06,idle,<0.02,6.81,2.15,3.77,2.38,1.09,2.06,0.03,0.39,<1,2,924,2.1,0.14,0.2,87.5,13.5,50,<5,22.9,17,0.06,41,26,784,1.47,11.4,30.5,"1,300",16.2,79.4,0.21,13.5,1.6,395,<0.1,8.7,0.4,3.1,91,0.8,26.1,88,0.4
C-285023,06co832,37.54417,-105.01995,19-Jun-06,pasture,<0.02,5.7,1.81,2.34,2.49,0.38,1.73,0.01,0.19,<1,3,960,1.5,0.06,0.1,43.9,6.3,17,<5,13.6,12.9,0.03,22.5,16,590,0.63,10.3,10.5,500,16.4,67.1,0.3,4.8,1.1,337,<0.1,5.1,0.3,1.3,58,0.7,12.7,63,<0.2
C-284795,06co833,37.55818,-104.02332,11-Apr-06,U.S. Army,<0.02,5.91,5.24,2.6,2.04,0.8,0.74,0.03,0.25,<1,9,564,1.9,0.29,0.5,77.6,10.1,27,6,20.4,15.8,0.05,37.6,29,383,4.79,10.6,25.4,720,19.7,102,0.76,10,1.8,305,<0.1,12,0.8,3.1,94,0.9,20.6,73,0.7
C-292252,06co834,37.51274,-103.13682,12-Apr-06,open range,0.02,5.91,1.17,2.49,2.21,0.7,0.89,0.15,0.28,<1,7,"4,660",2,0.24,0.4,83.1,10.1,43,<5,19.8,13.7,0.04,40.7,25,574,1.66,13.5,21.3,820,27.3,89.6,1.6,8.7,1.7,331,<0.1,13.1,0.6,2.7,79,1.1,23.3,82,0.4
C-290169,06co835,37.49857,-102.8017,7-Apr-06,agriculture,<0.02,4.98,2.57,2.25,2.69,0.69,0.76,0.05,0.23,<1,6,819,1.4,0.16,0.4,57.6,7.1,38,<5,19,11,0.03,29.9,22,525,1.35,10.5,18.6,820,19.7,87.7,0.64,6.1,1.3,178,<0.1,9.7,0.6,2.2,78,0.8,16.9,64,0.3
C-292471,06co836,37.49611,-102.40081,7-Apr-06,agriculture,<0.02,3.66,1.18,1.28,2.21,0.28,0.62,0.02,0.1,<1,4,754,0.9,0.08,0.2,28.7,3.7,15,<5,8.6,7.55,<0.02,14.9,11,255,0.78,5,8.4,410,15.4,78.4,0.5,3,0.6,127,<0.1,4.6,0.4,1.1,37,0.4,8.7,30,0.2
C-292227,06co837,37.44197,-108.73145,14-Sep-06,agriculture,<0.02,4.81,0.52,1.68,2.07,0.51,0.74,0.02,0.21,<1,4,570,1.4,0.15,0.2,50,6.5,29,<5,16.1,9.85,0.02,24.9,24,478,0.65,7,12.7,390,16,79.1,0.58,6.1,1.3,116,<0.1,7.6,0.5,1.7,44,0.7,15.4,43,<0.2
C-290014,06co838,37.4425,-108.60519,14-Sep-06,pasture,<0.02,4.56,0.97,1.53,3.32,0.5,0.64,0.03,0.16,<1,5,484,1,0.19,0.2,49.8,5.8,22,<5,13.8,8.68,0.03,24,21,436,0.68,5.2,11.3,590,19.8,40,0.46,5,0.9,128,<0.1,7.7,0.5,1.7,38,0.3,12.2,70,<0.2
C-284778,06co839,37.41757,-108.25256,15-Sep-06,national forest,0.02,4.1,0.71,1.78,1.57,0.4,0.65,0.03,0.19,<1,6,552,1.1,0.24,0.2,62.6,8.2,29,<5,16.2,9.64,0.03,30.4,23,697,1.14,8.1,14.8,370,30,74.6,0.7,6,1.3,110,<0.1,8.5,0.5,2.1,55,0.8,16,49,0.3
C-292474,06co840,37.45445,-107.85744,17-Jul-06,national forest,0.04,5.39,0.81,2.28,1.74,0.68,0.92,0.05,0.14,<1,6,522,1.8,0.27,0.5,56.2,8.9,34,<5,23.7,12.3,0.05,26.6,31,737,0.76,6.6,16.7,700,33.6,80.4,0.54,7,1.3,104,<0.1,7.5,0.5,2.2,54,0.4,12.8,83,0.4
C-292240,06co841,37.42333,-107.67113,17-Jul-06,national forest,0.02,6.09,0.79,3.13,2.45,0.8,1.02,0.04,0.28,<1,5,654,2.2,0.25,0.5,65.6,10.9,37,5,23.2,13.8,0.04,31.5,42,947,1.79,10.2,18.2,"1,050",22.3,93.9,0.69,10.1,1.8,127,<0.1,9.2,0.5,3.1,61,1.1,21.4,116,0.3
C-290117,06co842,37.50169,-106.69798,15-Jul-06,national forest,0.03,6.83,1.88,2.75,2.44,0.6,1.61,0.09,0.35,<1,5,895,2.7,0.27,0.3,71.5,11.1,21,7,34.9,15.4,0.05,36.9,23,"2,060",1.79,14.3,12.7,"1,230",22.2,102,0.43,8.6,1.7,353,<0.1,10.1,0.6,2.9,71,1.2,26.3,122,0.3
C-292220,06co843,37.4878,-106.16172,14-Jul-06,wildlife refuge,0.03,7.69,2.42,3.72,2.63,0.83,1.98,0.05,0.44,<1,7,874,2.1,0.14,2.3,77.2,13.2,24,5,23.2,17,0.05,38.4,20,849,1.32,12.8,11.7,"1,250",159,83.8,1.06,10.6,1.8,515,<0.1,9.2,0.5,3.2,94,1.2,23.5,448,<0.2
C-285019,06co844,37.50224,-106.13078,14-Jul-06,wildlife refuge,<0.02,6.32,3.28,3.32,2.21,0.85,1.67,0.1,0.33,<1,3,771,1.6,0.08,0.2,63.1,10.5,22,<5,26.5,14.6,0.04,33.7,16,507,0.98,10.5,12.5,"1,150",19.6,73.8,0.35,8,1.5,503,<0.1,8.2,0.3,2.9,89,0.7,18,101,<0.2
C-284982,06co845,37.48792,-105.85577,20-Jun-06,idle,<0.02,6.43,2.94,2.51,2.64,0.75,4.05,0.32,0.27,<1,11,831,1.9,0.08,0.2,58.6,8.1,14,5,14.8,14.8,0.04,32.2,17,725,3.92,11.4,7.4,"1,250",19.8,80.6,0.48,7.3,1.5,533,<0.1,9.1,0.4,3.4,101,0.8,17.4,68,<0.2
C-285074,06co846,37.48219,-105.60231,20-Jun-06,BLM,<0.02,6.95,1.77,2.9,2.69,0.43,2.21,0.03,0.27,<1,3,865,1.4,0.07,0.1,54.6,7.6,15,<5,14.8,14.4,0.03,31.3,11,545,1.35,9.5,8.8,600,15.2,74.9,0.42,5.9,1.3,498,<0.1,7.4,0.3,1.9,79,0.7,14.1,54,<0.2
C-292183,06co847,37.60931,-105.21992,13-Jul-06,wetlands,0.02,6.82,1.31,3.19,2.24,0.9,1.61,0.06,0.32,<1,3,901,2.3,0.25,0.4,84.9,12.8,44,<5,32,16.5,0.04,41.3,33,608,1.24,13.5,20.2,"1,010",23.9,87.9,0.41,11.7,1.7,316,<0.1,10.1,0.5,4,84,1.1,25.3,112,0.5
C-290167,06co848,37.50237,-104.79989,11-Apr-06,pasture,<0.02,6.58,0.77,2.25,2.96,0.38,1.69,0.05,0.25,<1,3,"1,260",1.9,0.1,0.2,47.9,8.3,35,<5,18.2,13.2,0.03,24.1,16,505,0.81,10.4,15.3,380,19.7,71.2,0.23,6.7,1,235,<0.1,5.6,0.4,1.7,67,0.5,15.5,48,0.2
C-284905,06co849,37.49087,-104.43429,10-Apr-06,open range,<0.02,5.31,7.18,2.27,2.17,0.56,1.09,0.03,0.21,<1,7,607,1.1,0.24,0.6,66.6,8.1,33,<5,17.2,11.7,0.04,32.7,20,488,2.59,9.3,19,770,22.9,71.4,0.81,6.7,1.3,413,<0.1,9.4,0.5,2.3,73,0.7,17.1,69,0.5
C-284974,06co850,37.634,-103.82691,12-Apr-06,U.S. Army,<0.02,4.62,14.9,2.21,1.61,0.54,0.63,0.05,0.2,<1,11,513,1.4,0.27,0.4,62.9,8.7,29,<5,19.1,10.3,0.04,30.2,20,382,8.9,9.4,25.3,640,17,66.7,0.99,6.5,1.3,611,<0.1,10.9,0.8,4.6,93,0.7,18.4,75,0.6
C-292415,06co851,37.47869,-103.54499,12-Apr-06,canyon land,0.02,4.56,2.42,1.85,1.53,0.56,0.67,0.03,0.21,<1,6,486,1.5,0.17,0.3,60.4,6.4,27,<5,13.5,10.2,0.04,31.7,19,336,1.14,8.8,13.1,530,16.8,65.6,0.7,6.3,1.3,161,<0.1,9.8,0.4,2.2,60,0.8,17.3,50,0.4
C-285058,06co852,37.45717,-102.96574,9-Apr-06,pasture,<0.02,2.39,21.8,1.12,0.92,0.37,0.36,0.08,0.11,<1,6,308,0.7,0.12,0.5,35.8,4.9,20,<5,14,5.34,0.02,19.5,11,252,5.48,5.4,18.8,400,10.2,35.6,0.67,3.4,0.7,784,<0.1,5.8,0.5,3.1,61,0.4,10.8,40,0.9
C-284898,06co853,37.33204,-108.94566,15-Sep-06,BLM,<0.02,3.86,1.19,1.44,1.74,0.49,0.7,0.02,0.15,<1,4,480,0.7,0.13,0.1,39.7,4.6,17,<5,10.8,7.98,0.02,19.3,17,330,0.62,4.9,8,390,15.1,59.9,0.43,4.4,0.8,143,<0.1,5.3,0.4,1.2,36,0.4,9.5,67,<0.2
C-292201,06co854,37.41516,-108.31306,15-Sep-06,national forest,0.02,4.04,0.63,1.69,1.25,0.39,0.56,0.03,0.16,<1,7,460,1.3,0.18,0.1,49.8,5.6,24,<5,11.5,8.59,<0.02,23.4,22,299,0.88,6.7,11.5,370,16.3,51.6,0.56,4.7,1.2,116,<0.1,8,0.3,1.8,44,0.7,12.9,39,<0.2
C-290023,06co855,37.42702,-107.5579,17-Jul-06,Vallecito Lake,<0.02,4.95,1.1,1.78,1.85,0.44,1.06,<0.01,0.13,<1,3,557,1.4,0.16,0.1,48.6,5.9,16,<5,8.4,10.4,0.03,23.8,20,370,0.29,5.5,8.6,480,14.3,71.9,0.43,6.3,1,108,<0.1,7,0.4,1.6,31,0.4,12.7,40,<0.2
C-285060,06co856,37.48402,-107.32188,16-Jul-06,national forest,<0.02,3.86,0.31,1.29,1.62,0.27,0.24,0.02,0.15,<1,10,382,1,0.11,0.2,43.9,6.5,14,7,13.7,7.6,0.02,22.1,36,550,0.71,5.8,9.3,360,17,77,0.45,3.8,0.9,285,<0.1,6.1,0.4,2.9,35,0.5,9,27,<0.2
C-284789,06co857,37.44156,-106.8866,16-Jul-06,national forest,0.03,6.96,2.03,3.48,2.15,0.83,1.58,0.03,0.37,<1,3,978,1.7,0.16,0.2,72.3,13.3,39,<5,23.2,17.7,0.05,34.6,21,866,1.65,7.2,26.6,"1,000",24.6,79.7,0.39,10.6,1.7,469,<0.1,7.6,0.3,2.3,92,0.8,20.1,85,0.2
C-285182,06co858,37.44468,-106.09764,14-Jul-06,pasture,<0.02,7.18,2.6,4,2.64,0.75,1.91,0.04,0.41,<1,5,882,2,0.15,0.7,75.9,12.9,25,<5,23.9,17.2,0.05,40.4,19,872,1.2,11.2,13.5,"1,190",61.1,82,0.55,9.6,1.5,490,<0.1,8.7,0.5,2.3,101,1.1,18.5,196,<0.2
C-284930,06co859,37.46477,-104.89867,11-Apr-06,pasture,<0.02,6.15,0.76,2.17,2.54,0.39,1.5,0.03,0.22,<1,3,809,1.6,0.19,0.3,69,6.6,27,<5,16,13.4,0.04,35.1,18,443,0.98,13.4,11.8,670,21,79.9,0.36,6,1.2,195,<0.1,8.9,0.4,2.1,58,0.6,16.5,52,0.2
C-285094,06co860,37.42579,-104.5351,10-Apr-06,pasture,<0.02,4.7,4.49,1.94,2.12,0.38,0.96,0.03,0.16,<1,8,730,1.4,0.15,2.1,45.7,7,26,<5,17.5,10.4,0.03,24,14,333,4.44,6.6,20.5,590,17.1,73.3,1.26,6.6,1,257,<0.1,6.7,0.5,2.5,87,0.4,17.2,67,1.1
C-292179,06co861,37.42403,-104.31841,10-Apr-06,open range,<0.02,6.73,2.46,2.86,2.42,0.83,1.01,0.03,0.27,<1,7,656,2.2,0.22,0.6,72.5,10.2,38,<5,21,14.9,0.04,35.8,27,479,2.13,12.2,22,810,18.9,92.6,0.94,9.8,1.7,234,<0.1,10.7,0.7,2.5,96,0.9,23.8,80,0.5
C-289936,06co862,37.38103,-104.13214,10-Apr-06,U.S. Army,<0.02,5.18,12.5,2.4,1.8,0.72,0.77,0.05,0.22,<1,8,555,1.7,0.25,0.5,54.1,9.4,34,<5,24.3,10.9,0.04,27.9,24,718,2.27,8.6,25.2,710,19.7,73.9,0.85,7.3,1.4,466,<0.1,8.8,0.5,2.5,88,0.7,18.5,82,1
C-292422,06co863,37.42404,-103.53085,12-Apr-06,open range,0.02,6.14,1.69,2.5,2.08,0.78,0.9,0.03,0.27,<1,7,603,2.1,0.22,0.5,74.4,8.4,36,<5,19,14.1,0.05,38.9,26,488,1.43,11.9,17.3,770,22.4,91.3,0.85,8.6,1.8,186,<0.1,12.4,0.6,2.8,74,1.1,22.5,72,0.5
C-285036,06co864,37.41344,-102.81976,9-Apr-06,agriculture,<0.02,5.81,2.4,2.59,2.23,0.76,0.8,0.03,0.24,<1,9,656,1.8,0.21,0.4,74.5,10.1,38,5,21,13.8,0.05,39.8,26,596,1.5,12.3,23,710,21.7,81.2,0.84,7.3,1.7,198,<0.1,13.2,0.6,2.6,79,1,19.6,63,0.3
C-284891,06co865,37.41214,-102.65729,9-Apr-06,pasture,<0.02,5.34,2.99,2.17,2.32,0.69,0.77,0.02,0.22,<1,8,693,1.4,0.24,0.3,78.3,8,33,<5,16.6,12.8,0.04,38.1,23,405,1.2,9.8,16.4,610,20.7,87.5,0.71,6.6,1.6,186,<0.1,12.7,0.6,2.3,70,0.8,17.1,64,0.3
C-284709,06co866,37.38377,-102.17487,8-Apr-06,agriculture,<0.02,2.84,0.46,0.7,2.62,0.11,0.47,<0.01,0.08,<1,2,875,0.6,0.07,<0.1,21.9,1.7,7,<5,4.6,5.88,<0.02,12,5,198,0.3,3.3,3.7,180,14.9,75.7,0.21,1.8,0.3,98.4,<0.1,3,0.4,0.7,19,0.3,6.6,17,<0.2
C-290165,06co867,37.34698,-108.20197,15-Sep-06,national forest,0.03,4.88,0.53,2.1,2.17,0.46,0.81,0.04,0.24,<1,8,645,1.6,0.26,0.5,58.1,9.2,36,5,50.6,11.1,0.04,28.8,30,988,1.89,9.9,19.2,540,52.5,87.9,1.39,6.4,2.3,121,<0.1,8.5,0.6,2.3,71,1.1,17.1,77,0.3
C-292195,06co868,37.38803,-107.14913,16-Jul-06,national forest,0.02,5.41,14.1,2.65,1.62,0.66,0.87,0.07,0.22,<1,10,544,1.5,0.17,1.9,52.1,10.5,38,<5,23.7,11.4,0.03,27.7,25,376,13.7,7.7,39.8,"1,230",15.5,67.2,1.89,8.8,1.3,757,<0.1,7.4,1.3,5.1,203,0.7,21.5,129,2.2
C-292496,06co869,37.40479,-106.64478,15-Jul-06,national forest,0.04,7.39,0.87,3.31,1.64,0.76,1.01,0.05,0.32,<1,4,560,1.9,0.22,0.2,51.8,10.1,24,<5,22.9,17.3,0.05,26.8,24,"1,080",1,11.1,11.8,"1,480",21.3,76.4,0.56,8.9,1.5,263,<0.1,9.7,0.5,2.8,82,1.1,12.6,82,0.4
C-284747,06co870,37.39501,-106.55194,15-Jul-06,national forest,0.03,5.42,0.85,3.19,1.75,0.6,0.8,0.15,0.22,<1,7,764,1.4,0.72,0.2,50.9,7.3,18,<5,20,14,0.05,26.9,16,536,1.58,8.2,8.3,"1,180",28,75,0.79,8.5,1.3,191,0.4,7.7,0.7,1.9,85,0.9,10.3,120,0.6
C-284973,06co871,37.3876,-106.21879,14-Jul-06,open range,<0.02,7.87,3.56,4.69,2.34,1.08,1.94,0.04,0.42,<1,4,829,1.8,0.14,0.2,70.6,19.2,22,<5,30.6,17.9,0.05,34,20,883,1.3,10.2,15.8,"1,300",16.1,68.5,0.41,11.3,1.4,579,<0.1,8.4,0.4,1.9,129,0.9,18.7,112,<0.2
C-290095,06co872,37.40277,-105.87434,20-Jun-06,pasture,<0.02,6.77,1.43,3.48,2.32,0.6,1.59,0.1,0.29,<1,5,778,1.4,0.22,0.1,52.5,9.5,21,<5,21.1,12.8,0.04,28.2,13,590,1.38,5,9.7,"1,240",16.8,69,0.54,6.8,1.3,407,0.1,6.9,0.5,2.1,89,0.9,12.8,94,0.3
C-289990,06co873,37.3993,-104.63798,10-Apr-06,pasture,0.03,8.6,1.26,3.34,1.43,0.81,0.85,0.06,0.32,<1,9,705,2.5,0.44,0.3,73.9,12.1,54,7,33.5,19.6,0.06,38.1,38,512,1.4,12.6,26.3,990,52.8,107,0.83,13.1,2.7,227,<0.1,11.7,0.7,3.3,130,1.3,16.6,123,0.8
C-290076,06co874,37.38003,-103.51704,12-Apr-06,pasture,<0.02,7.13,1.04,2.94,2.21,0.82,0.73,0.04,0.25,<1,9,667,1.9,0.29,0.4,81.6,10.8,49,6,22.8,15.2,0.05,42.6,28,584,1.7,12.2,22.2,"1,000",23.3,102,0.81,9.3,1.8,171,<0.1,13.7,0.7,2.7,86,1,21.5,98,<0.2
C-292497,06co875,37.38145,-103.32968,12-Apr-06,pasture,0.02,4.25,1.22,1.73,1.46,0.42,0.6,0.03,0.18,<1,6,446,1.2,0.18,0.4,60.9,6.7,29,<5,14.3,9.69,0.04,30,19,379,1.14,9,13.2,550,16.7,63.8,0.62,5.2,1.1,131,<0.1,9,0.4,1.7,56,0.6,14.4,69,0.4
